"","Entity","Code","Day","workplace_closures"
"665","Mexico","MEX","2021-10-26",2
"666","Mexico","MEX","2021-10-27",2
"667","Mexico","MEX","2021-10-28",2
"668","Mexico","MEX","2021-10-29",2
"669","Mexico","MEX","2021-10-30",2
"670","Mexico","MEX","2021-10-31",2
"671","Mexico","MEX","2021-11-01",2
"672","Mexico","MEX","2021-11-02",2
"673","Mexico","MEX","2021-11-03",2
"674","Mexico","MEX","2021-11-04",2
"675","Mexico","MEX","2021-11-05",2
"676","Mexico","MEX","2021-11-06",2
"677","Mexico","MEX","2021-11-07",2
"678","Mexico","MEX","2021-11-08",2
"679","Mexico","MEX","2021-11-09",2
"680","Mexico","MEX","2021-11-10",2
"681","Mexico","MEX","2021-11-11",2
"682","Mexico","MEX","2021-11-12",2
"683","Mexico","MEX","2021-11-13",2
"684","Mexico","MEX","2021-11-14",2
"685","Mexico","MEX","2021-11-15",2
"686","Mexico","MEX","2021-11-16",2
"687","Mexico","MEX","2021-11-17",2
"688","Mexico","MEX","2021-11-18",2
"689","Mexico","MEX","2021-11-19",2
"690","Mexico","MEX","2021-11-20",2
"691","Mexico","MEX","2021-11-21",2
"692","Mexico","MEX","2021-11-22",2
"693","Mexico","MEX","2021-11-23",2
"694","Mexico","MEX","2021-11-24",2
"695","Mexico","MEX","2021-11-25",2
"696","Mexico","MEX","2021-11-26",2
"697","Mexico","MEX","2021-11-27",2
"698","Mexico","MEX","2021-11-28",2
"699","Mexico","MEX","2021-11-29",1
"700","Mexico","MEX","2021-11-30",1
"701","Mexico","MEX","2021-12-01",1
"702","Mexico","MEX","2021-12-02",1
"703","Mexico","MEX","2021-12-03",1
"704","Mexico","MEX","2021-12-04",1
"705","Mexico","MEX","2021-12-05",1
"706","Mexico","MEX","2021-12-06",1
"707","Mexico","MEX","2021-12-07",1
"708","Mexico","MEX","2021-12-08",1
"709","Mexico","MEX","2021-12-09",1
"710","Mexico","MEX","2021-12-10",1
"711","Mexico","MEX","2021-12-11",1
"712","Mexico","MEX","2021-12-12",1
"713","Mexico","MEX","2021-12-13",1
"714","Mexico","MEX","2021-12-14",1
"715","Mexico","MEX","2021-12-15",1
"716","Mexico","MEX","2021-12-16",1
"717","Mexico","MEX","2021-12-17",1
"718","Mexico","MEX","2021-12-18",1
"719","Mexico","MEX","2021-12-19",1
"720","Mexico","MEX","2021-12-20",1
"721","Mexico","MEX","2021-12-21",1
"722","Mexico","MEX","2021-12-22",1
"723","Mexico","MEX","2021-12-23",1
"724","Mexico","MEX","2021-12-24",1
"725","Mexico","MEX","2021-12-25",1
"726","Mexico","MEX","2021-12-26",1
"727","Mexico","MEX","2021-12-27",1
"728","Mexico","MEX","2021-12-28",1
"729","Mexico","MEX","2021-12-29",1
"730","Mexico","MEX","2021-12-30",1
"731","Mexico","MEX","2021-12-31",1
"732","Mexico","MEX","2022-01-01",1
"733","Mexico","MEX","2022-01-02",1
"734","Mexico","MEX","2022-01-03",1
"735","Mexico","MEX","2022-01-04",1
"736","Mexico","MEX","2022-01-05",1
"737","Mexico","MEX","2022-01-06",1
"738","Mexico","MEX","2022-01-07",1
"739","Mexico","MEX","2022-01-08",1
"740","Mexico","MEX","2022-01-09",1
"741","Mexico","MEX","2022-01-10",2
"742","Mexico","MEX","2022-01-11",2
"743","Mexico","MEX","2022-01-12",2
"744","Mexico","MEX","2022-01-13",2
"745","Mexico","MEX","2022-01-14",2
"746","Mexico","MEX","2022-01-15",2
"747","Mexico","MEX","2022-01-16",2
"748","Mexico","MEX","2022-01-17",2
"749","Mexico","MEX","2022-01-18",2
"750","Mexico","MEX","2022-01-19",2
"751","Mexico","MEX","2022-01-20",2
"752","Mexico","MEX","2022-01-21",2
"753","Mexico","MEX","2022-01-22",2
"754","Mexico","MEX","2022-01-23",2
"755","Mexico","MEX","2022-01-24",3
"756","Mexico","MEX","2022-01-25",3
"757","Mexico","MEX","2022-01-26",3
"758","Mexico","MEX","2022-01-27",3
"759","Mexico","MEX","2022-01-28",3
"760","Mexico","MEX","2022-01-29",3
"761","Mexico","MEX","2022-01-30",3
"762","Mexico","MEX","2022-01-31",3
"763","Mexico","MEX","2022-02-01",3
"764","Mexico","MEX","2022-02-02",3
"765","Mexico","MEX","2022-02-03",3
"766","Mexico","MEX","2022-02-04",3
"767","Mexico","MEX","2022-02-05",3
"768","Mexico","MEX","2022-02-06",3
"769","Mexico","MEX","2022-02-07",2
"770","Mexico","MEX","2022-02-08",2
"771","Mexico","MEX","2022-02-09",2
"772","Mexico","MEX","2022-02-10",2
"773","Mexico","MEX","2022-02-11",2
"774","Mexico","MEX","2022-02-12",2
"775","Mexico","MEX","2022-02-13",2
"776","Mexico","MEX","2022-02-14",2
"777","Mexico","MEX","2022-02-15",2
"778","Mexico","MEX","2022-02-16",2
"779","Mexico","MEX","2022-02-17",2
"780","Mexico","MEX","2022-02-18",2
"781","Mexico","MEX","2022-02-19",2
"782","Mexico","MEX","2022-02-20",2
"783","Mexico","MEX","2022-02-21",1
"784","Mexico","MEX","2022-02-22",1
"785","Mexico","MEX","2022-02-23",1
"786","Mexico","MEX","2022-02-24",1
"787","Mexico","MEX","2022-02-25",1
"788","Mexico","MEX","2022-02-26",1
"789","Mexico","MEX","2022-02-27",1
"790","Mexico","MEX","2022-02-28",1
"791","Mexico","MEX","2022-03-01",1
"792","Mexico","MEX","2022-03-02",1
"793","Mexico","MEX","2022-03-03",1
"794","Mexico","MEX","2022-03-04",1
"795","Mexico","MEX","2022-03-05",1
"796","Mexico","MEX","2022-03-06",1
"797","Mexico","MEX","2022-03-07",1
"798","Mexico","MEX","2022-03-08",1
"799","Mexico","MEX","2022-03-09",1
"800","Mexico","MEX","2022-03-10",1
"801","Mexico","MEX","2022-03-11",1
"802","Mexico","MEX","2022-03-12",1
"803","Mexico","MEX","2022-03-13",1
"804","Mexico","MEX","2022-03-14",1
"805","Mexico","MEX","2022-03-15",1
"806","Mexico","MEX","2022-03-16",1
"807","Mexico","MEX","2022-03-17",1
"808","Mexico","MEX","2022-03-18",1
"809","Mexico","MEX","2022-03-19",1
"810","Mexico","MEX","2022-03-20",1
"811","Mexico","MEX","2022-03-21",0
"812","Mexico","MEX","2022-03-22",0
"813","Mexico","MEX","2022-03-23",0
"814","Mexico","MEX","2022-03-24",0
"815","Mexico","MEX","2022-03-25",0
"816","Mexico","MEX","2022-03-26",0
"817","Mexico","MEX","2022-03-27",0
"818","Mexico","MEX","2022-03-28",0
"819","Mexico","MEX","2022-03-29",0
"820","Mexico","MEX","2022-03-30",0
"821","Mexico","MEX","2022-03-31",0
"822","Mexico","MEX","2022-04-01",0
"823","Mexico","MEX","2022-04-02",0
"824","Mexico","MEX","2022-04-03",0
"825","Mexico","MEX","2022-04-04",0
"826","Mexico","MEX","2022-04-05",0
"827","Mexico","MEX","2022-04-06",0
"828","Mexico","MEX","2022-04-07",0
"829","Mexico","MEX","2022-04-08",0
"830","Mexico","MEX","2022-04-09",0
"831","Mexico","MEX","2022-04-10",0
"832","Mexico","MEX","2022-04-11",0
"833","Mexico","MEX","2022-04-12",0
"834","Mexico","MEX","2022-04-13",0
"835","Mexico","MEX","2022-04-14",0
"836","Mexico","MEX","2022-04-15",0
"837","Mexico","MEX","2022-04-16",0
"838","Mexico","MEX","2022-04-17",0
"839","Mexico","MEX","2022-04-18",0
"840","Mexico","MEX","2022-04-19",0
"841","Mexico","MEX","2022-04-20",0
"842","Mexico","MEX","2022-04-21",0
"843","Mexico","MEX","2022-04-22",0
"844","Mexico","MEX","2022-04-23",0
"845","Mexico","MEX","2022-04-24",0
"846","Mexico","MEX","2022-04-25",0
"847","Mexico","MEX","2022-04-26",0
"848","Mexico","MEX","2022-04-27",0
"849","Mexico","MEX","2022-04-28",0
"850","Mexico","MEX","2022-04-29",0
"851","Mexico","MEX","2022-04-30",0
"852","Mexico","MEX","2022-05-01",0
